Time(ms),Volume,Pressure,Temperature 1,Temperature 2,,Time(ms) - Driven,Volume - Driven,Pressure - Driven,Temperature 1 - Driven,Temperature 2 - Driven
2166,41.51924496914428,66.9140625,206.25,53.75,,2083,39.60412682479475,68.73291016,44.5,28.75
2174,41.62363954322654,66.38916016,206.25,53.75,,2090,40.92562056270117,68.96484375,44.5,28.75
2182,41.574857666241066,65.99853516,206.25,53.75,,2095,41.53456702899157,69.40429688,44.5,28.75
2190,41.376438898600426,65.7421875,206.25,53.75,,2103,41.61816423660552,70.66162109,44.5,28.75
2198,41.03927030651833,65.59570313,206.25,53.75,,2111,41.126770486591205,72.41943359,44.5,28.75
2207,40.554631183074626,65.68115234,206.25,53.75,,2119,39.91864459746214,75.1171875,44.5,28.75
2215,39.94752399100292,65.97412109,206.25,53.75,,2128,38.16862170851096,78.40087891,44.5,28.75
2223,39.188500502729426,66.48681641,206.25,53.75,,2136,36.116395720662176,82.45361328,44.5,28.75
2231,38.32272339744228,67.37792969,206.25,53.75,,2144,34.11843895178021,86.62841797,44.75,28.75
2239,37.34903624216374,68.62304688,206.25,53.75,,2152,32.39130486724448,90.69335938,44.75,28.75
2247,36.28854932,70.39306641,206.25,53.75,,2160,31.098132725540008,93.22021484,44.75,28.75
2256,35.19997161627114,72.55371094,206.25,53.75,,2169,30.272100684286674,93.84277344,44.75,28.75
2264,34.10976707528553,75.27587891,206.25,53.75,,2176,29.88152188885666,92.43896484,44.75,28.75
2272,33.08936138859261,78.52294922,206.25,53.75,,2182,29.889184230364634,90.07080078,44.75,28.75
2280,32.17420145686814,82.03857422,206,53.75,,2190,30.150756000966176,85.6640625,44.75,28.75
2288,31.412424071409006,85.40771484,206,53.75,,2197,30.893687421457507,81.33056641,44.75,28.75
2297,30.79423136702299,88.75244141,206,53.75,,2204,31.934957737586455,77.33886719,44.75,28.75
2305,30.348089584283773,91.51123047,206,53.75,,2209,33.325584100309186,75.27587891,44.75,28.75
2313,30.04795246896435,93.76953125,206,53.75,,2213,34.23174993465399,73.50585938,44.5,28.75
2321,29.884837021691347,95.19775391,206,53.75,,2218,35.24651818886318,71.69921875,44.5,28.75
2329,29.847240907144812,95.91796875,206,53.75,,2225,36.499283766583595,69.92919922,44.5,28.75
2338,29.92961637806549,95.71044922,206,53.75,,2231,38.25947284911878,69.08691406,44.5,28.75
2346,30.13443899,94.68505859,206,53.75,,2239,39.59639681885146,68.64746094,44.5,28.75
2354,30.47058940313458,93.00048828,206.25,53.75,,2247,40.92068382212804,68.98925781,44.5,28.75
2362,30.943051058440876,90.68115234,206.25,53.75,,2256,41.574857666241066,69.83154297,44.5,28.75
2370,31.580119042793086,88.04443359,206.25,53.75,,2264,41.466267609347575,71.41845703,44.5,28.75
2379,32.37055515484879,85.09033203,206.25,53.75,,2272,40.601894623554585,73.57910156,44.5,28.75
2387,33.325584100309186,82.27050781,206.25,53.75,,2280,39.08051348606329,76.60644531,44.5,28.75
2395,34.39922276175549,79.57275391,206.25,53.75,,2288,37.168631489681225,80.20751953,44.75,28.75
2403,35.55593153301497,77.16796875,206.25,53.75,,2296,35.097914243434545,83.89404297,44.75,28.75
2411,36.72923345956047,74.93408203,206.25,53.75,,2304,33.42207053704587,88.27636719,44.75,28.75
2418,37.85580274184337,73.28613281,206.25,53.75,,2312,31.84777458984339,91.79199219,44.75,28.75
2427,38.74785167806832,71.67480469,206.25,53.75,,2320,30.723983203749174,93.76953125,44.75,28.75
2435,39.650278310243195,70.36865234,206.25,53.75,,2327,30.067619125385633,93.63525391,44.75,28.75
2443,40.38833329989831,69.16015625,206.25,53.75,,2336,29.85057439465122,91.47460938,44.75,28.75
2451,40.94520772092568,68.23242188,206.25,53.75,,2341,29.99445551488171,89.03320313,44.75,28.75
2459,41.33572580237926,67.42675781,206.25,53.75,,2348,30.30638498115267,84.87060547,44.75,28.75
2468,41.556957194236155,66.76757813,206.25,53.75,,2356,31.031059147752245,80.14648438,44.75,28.75
2476,41.62569918015959,66.25488281,206.25,53.75,,2361,32.31562154,77.30224609,44.75,28.75
2484,41.54178757301454,65.91308594,206.25,53.75,,2368,33.34158723652143,74.01855469,44.75,28.75
2492,41.31257121175568,65.68115234,206.25,53.75,,2377,34.99635743249669,71.13769531,44.75,28.75
2500,40.93054134217711,65.59570313,206.25,53.75,,2385,37.04475871867717,69.47753906,44.75,28.75
2509,40.42617837175935,65.71777344,206.25,53.75,,2392,38.971030154793205,68.80615234,44.75,28.75
2517,39.77886744859617,66.04736328,206.25,53.75,,2399,40.33709804446988,68.73291016,44.75,28.75
2525,38.996424738829454,66.70654297,206.25,53.75,,2406,41.252780829565104,69.16015625,44.75,28.75
2533,38.09554259805003,67.63427734,206.25,53.75,,2414,41.62108413695013,70.18554688,44.75,28.75
2541,37.11149809696709,69.02587891,206.25,53.75,,2423,41.32590761088481,71.93115234,44.75,28.75
2550,36.03046617947136,70.80810547,206.25,53.75,,2431,40.28498859987034,74.37255859,44.75,28.75
2558,34.950369191479304,73.18847656,206.25,53.75,,2439,38.651847466550535,77.4609375,44.5,28.75
2566,33.86962708103847,75.99609375,206.25,53.75,,2447,36.65260132,81.20849609,44.5,28.75
2574,32.87554295579601,79.37744141,206,53.75,,2455,34.61374668637458,85.56640625,44.5,28.75
2582,31.985603864151773,82.74658203,206,53.75,,2464,32.80821986546616,89.58251953,44.5,28.75
2590,31.25853762542899,85.73730469,206,53.75,,2472,31.396129614515182,92.75634766,44.5,28.75
2595,30.74435692446666,87.84912109,206,53.75,,2480,30.44699918999123,93.92822266,44.5,28.75
2603,30.457052507222627,90.86425781,206,53.75,,2488,29.941110079394555,92.87841797,44.5,28.75
2610,30.11857533251573,92.890625,206,53.75,,2496,29.86587047271741,89.77783203,44.5,28.75
2615,29.937197096660654,94.12353516,206,53.75,,2505,30.215341457607636,85.05371094,44.5,28.75
2622,29.8671129,95.31982422,206,53.75,,2513,30.99823060000582,80.26855469,44.75,28.75
2627,29.849386708531323,95.83251953,206,53.75,,2521,32.268032617984666,75.8984375,44.75,28.75
2635,29.89282469668614,95.93017578,206,53.75,,2529,33.97190293852586,72.578125,44.75,28.75
2640,30.031037601726517,95.61279297,206,53.75,,2537,35.95418941047605,70.24658203,44.75,28.75
2647,30.187250465125075,94.6484375,206.25,53.75,,2545,38.00372339817959,69.05029297,44.75,28.75
2652,30.494643587132384,93.70849609,206.25,53.75,,2554,39.76390912007195,68.69628906,44.75,28.75
2660,30.781633304331756,91.54785156,206.25,53.75,,2562,41.02557576896248,69.05029297,44.75,28.75
2667,31.36916445022502,89.32617188,206.25,53.75,,2569,41.60074157833829,69.85595703,44.75,28.75
2672,31.998359083582567,87.53173828,206.25,53.75,,2576,41.47582432039668,71.16210938,44.75,28.75
2680,32.538819992818205,84.99267578,206.25,53.75,,2582,40.76525810961729,72.74902344,44.75,28.75
2685,33.37368734209271,83.35693359,206.25,53.75,,2590,39.74890500993728,75.08056641,44.5,28.75
2692,34.040624886016666,80.89111328,206.25,53.75,,2598,38.195936378303394,78.35205078,44.5,28.75
2697,35.03322727947286,79.23095703,206.25,53.75,,2606,36.15462162514618,82.41699219,44.5,28.75
2704,35.75454117064696,77.10693359,206.25,53.75,,2613,34.13580191160658,86.23779297,44.5,28.75
2708,36.78668309751904,75.98388672,206.25,53.75,,2618,32.60324480510913,88.65478516,44.5,28.75
2712,37.358506666736474,74.921875,206.25,53.75,,2626,31.70262833872057,92.20703125,44.5,28.75
2716,37.911412120043224,73.95751953,206.25,53.75,,2634,30.633344431036747,93.79394531,44.5,28.75
2722,38.42151254399838,72.83447266,206.25,53.75,,2639,30.075743254829497,93.90380859,44.5,28.75
2729,39.030164479321414,71.44287109,206.25,53.75,,2646,29.88399468809035,92.63427734,44.5,28.75
2734,39.78632937303366,70.66162109,206.25,53.75,,2651,29.889184230364634,90.70556641,44.5,28.75
2741,40.24534061991378,69.57519531,206.25,53.75,,2659,30.088205639519085,86.20117188,44.5,28.75
2749,40.77605531582361,68.54980469,206.25,53.75,,2667,30.77328255465837,81.39160156,44.5,28.75
2757,41.22670833501664,67.71972656,206.25,53.75,,2674,31.922390053216667,77.37548828,44.5,28.75
2766,41.50275154534494,66.98730469,206.25,53.75,,2681,33.30961237726227,74.56787109,44.5,28.75
2774,41.62064424168436,66.45019531,206.25,53.75,,2688,34.72217586790744,71.89453125,44.5,28.75
2782,41.585310104634274,66.03515625,206.25,53.75,,2696,36.50886645097212,69.85595703,44.5,28.75
2790,41.40000483861395,65.77880859,206.25,53.75,,2704,38.50176405658868,68.92822266,44.5,28.75
2798,41.07506581637494,65.64453125,206.25,53.75,,2712,40.17141288297231,68.79394531,44.5,28.75
2807,40.601894623554585,65.69335938,206.25,53.75,,2721,41.26007508483337,69.30664063,44.5,28.75
2815,39.99759404788588,65.97412109,206.25,53.75,,2729,41.62595197439386,70.4296875,44.5,28.75
2823,39.25418061,66.48681641,206.25,53.75,,2737,41.22291498696856,72.21191406,44.75,28.75
2831,38.40360740511656,67.34130859,206.25,53.75,,2745,40.07504990139432,74.79980469,44.75,28.75
2839,37.43417086697925,68.54980469,206.25,53.75,,2753,38.36772111098859,77.99804688,44.75,28.75
2848,36.37473118803034,70.27099609,206.25,53.75,,2762,36.31727066615467,82.03857422,44.75,28.75
2856,35.293158538152376,72.39501953,206.25,53.75,,2770,34.310809374423854,86.27441406,44.75,28.75
2864,34.18804315200384,75.23925781,206.25,53.75,,2778,32.53170603051789,90.37597656,44.75,28.75
2872,33.16729676836838,78.32763672,206,53.75,,2785,31.19218285,92.91503906,44.75,28.75
2880,32.241040075010986,81.80664063,206,53.75,,2791,30.40763651764937,93.92822266,44.75,28.75
2889,31.467363329422728,85.18798828,206,53.75,,2798,30.004495814529513,93.48876953,44.75,28.75
2897,30.841163280714337,88.53271484,206,53.75,,2807,29.84506378917825,90.82763672,44.75,28.75
2905,30.38214971604882,91.35253906,206,53.75,,2815,30.055708854494995,86.61621094,44.75,28.75
2913,30.067619125385633,93.671875,206,53.75,,2823,30.711873873627457,81.55029297,44.75,28.75
2921,29.89375741761362,95.20996094,206,53.75,,2831,31.835470719480654,77.08251953,44.75,28.75
2929,29.845823961365703,96.015625,206,53.75,,2839,33.43016142287218,73.34716797,44.75,28.75
2938,29.917707917156694,95.89355469,206,53.75,,2848,35.35860669676075,70.80810547,44.75,28.75
2946,30.109713694346212,94.90478516,206.25,53.75,,2856,37.42472278620754,69.2578125,44.75,28.75
2954,30.430432766336164,93.29345703,206.25,53.75,,2864,39.30304227820573,68.73291016,44.75,28.75
2962,30.88925753633749,91.02294922,206.25,53.75,,2872,40.72698606232649,68.90380859,44.75,28.75
2970,31.517629150299207,88.43505859,206.25,53.75,,2880,41.51319698652384,69.67285156,44.75,28.75
2979,32.29517153076178,85.46875,206.25,53.75,,2889,41.53821405700549,71.19873047,44.75,28.75
2987,33.23022845,82.68554688,206.25,53.75,,2897,40.786791026318426,73.26171875,44.75,28.75
2995,34.293198108545674,79.85351563,206.25,53.75,,2905,39.36764731543069,76.04492188,44.75,28.75
3003,35.443001732634904,77.4609375,206.25,53.75,,2913,37.47193348964547,79.70703125,44.75,28.75
3011,36.60469358886253,75.23925781,206.25,53.75,,2921,35.41484011220393,83.78417969,44.75,28.75
3020,37.75344604721666,73.34716797,206.25,53.75,,2929,33.45448013538862,88.16650391,44.75,28.75
3028,38.78253603969295,71.66259766,206.25,53.75,,2938,31.87249561931288,91.70654297,44.75,28.75
3036,39.68843536,70.34423828,206.25,53.75,,2945,30.73617870294957,93.58642578,44.75,28.75
3044,40.419905732495344,69.16015625,206.25,53.75,,2953,30.136742223453886,93.64746094,44.75,28.75
3052,40.96933067056926,68.24462891,206.25,53.75,,2961,29.851222245287623,91.48681641,44.75,28.75
3061,41.354887256609146,67.42675781,206.25,53.75,,2969,29.99281411647003,87.29980469,44.75,28.75
3069,41.56772272378055,66.79199219,206.25,53.75,,2978,30.569595866025495,82.55126953,44.75,28.75
3077,41.62420123272195,66.29150391,206.25,53.75,,2986,31.632107827152023,77.74169922,44.75,28.75
3085,41.525128225726796,65.9375,206.25,53.75,,2994,33.13602483579613,73.96972656,44.75,28.75
